"modo";"topico";"candidato";"desde";"hasta";"texto";"fecha_debate";"link"
"turno";"educación y salud";"Sergio Massa";"00:34:36";"00:36:36";"argentinos y a las argentinas Por qué la Argentina es uno de los cinco elegibles mundiales básicamente cuando hablan de capital humano de lo que hablamos es el conocimiento de nuestra gente y eso está centralmente basado en un sistema de Educación Pública gratuita de calidad inclusiva 23500 escuelas Rurales y universidades repartidas a lo largo y a lo ancho del país Ese es el sistema que tenemos que defender y mejorar cómo lo vamos a mejorar en primer lugar ocho puntos del pbi van a estar asignados a la inversión educativa Qué vamos a hacer primero todo lo que son los jardines maternales de 45 días a 5 años 723 en todo el país en segundo lugar de primero a tercer grado el plan de alfabetización obligatorio los chicos tienen que sal ir leyendo de tercer grado en cuarto y quinto año matemática robótica y programación obligatorios para los chicos porque En definitiva hace a la preparación para el nuevo mundo del trabajo y además la duplicación de las escuelas técnicas en la Argentina con salida laboral y último año en pasantía acordamos además con 50 universidades la preparación de carreras más cortas con salida laboral un punto y medio del pbi va a estar asignado al presupuesto de universidades Porque necesitamos más universidades no menos y en paralelo asociado a lo que es el complejo de ciencia y tecnología en materia de salud además de la promoción de la carrera hospitalaria además de la preparación de nuevo capital humano porque el mundo está cambiando hacia la atención domiciliaria la integración del sistema de salud pública del sistema de seguridad social y del sistema privado en un uso común de las capacidades en un seguro de salud universal para los ciudadanos argentinos y sobre todas las cosas la defensa del incucai Argentina merece tener un sistema solidario de donación de órganos que es respetado en todo el mundo bien tiene la palabra Javier m a";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Javier Milei";"00:36:3";"00:37:55";"de la carrera hospitalaria además de la preparación de nuevo capital humano porque el mundo está cambiando hacia la atención domiciliaria la integración del sistema de salud pública del sistema de seguridad social y del sistema privado en un uso común de las capacidades en un seguro de salud universal para los ciudadanos argentinos y sobre todas las cosas la defensa del incucai Argentina merece tener un sistema solidario de donación de órganos que es respetado en todo el mundo bien tiene la palabra Javier m a ver me resulta muy interesante todas las propuestas que que tiene el ministro masa dio su signo político lleva 16 años en el poder yo no sé por no lo hicieron es más usted habla de alfabetización nosotros tenemos compromiso y de hecho hemos firmado el compromiso con la alfabetización y le digo más sabe que solamente el 16 por de los chicos termina el secundario en tiempo y forma sabía que el 30% directamente no lo termina usted sabe además que habla de la alfabetización y de los chicos de 10 años el 50% de los chicos no entiende Lo que lea y el 70 por no puede resolver un problema de matemática básica y ustedes están asignando un montón de recursos desde el estado nacional que va principalmente a las universidades y cuando ni siquiera se pueden garantizar de que lleguen a la digamos ni siquiera terminan la secundaria es más tienen graves problemas de alimentación por lo tanto digamos dónde están poniendo el carro delante de los caballos primero hay que sacar a los chicos de la pobreza tu gobierno sabes qué dejó dos tercios de los chicos en situación de pobreza la gente no le alcanza para alimentarse hay que resolver esa parte del capital humano porque si no se alimentan sabes qué no pueden estudiar y mucho menos";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Sergio Massa";"00:37:57";"00:38:05";"sabes cómo funcionan los centros de desarrollo infantil los jardines maternales pero por sí o por no vas a arancelar las universidades digo Vos por crees que";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Javier Milei";"00:38:06";"00:38:44";"digamos es gratis y nada Es gratis vas a arancelar sí o no Yo lo que te digo es vas arancelar sí o no cont a los argentinos a ver porque yo hablo de reforma de primera segunda y tercera generación vos traes una reforma de tercera generación a una de primera arel no de corto plazo no Y sabes el corto plazo no y en el largo plazo sabes para para pued elegir lación a laere astir en lugar de de favorecer a la oferta y los curros de la política Pero además Qué interesante porque están los videos de Cuando vos eras joven y la querías arancelar los brasileros te pasen esa";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Sergio Massa";"00:38:46";"00:39:19";"quiero decir es que el señor va arancelar la universidad a cada mamá y a cada papá que tiene a su hijo en la universidad la universidad de San Juan hizo el cálculo 2700 por mes le va a costar la idea de este señor Pero además el sistema el sistema educativo argentino tiene una particularidad que es que permite la movilidad social ascendente la igualdad de oportunidades permite que el hijo de un peón rural pueda soñar con ser abogado presidente vas a arancelar la educación primaria y secundaria también a A ver deja deja de";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Javier Milei";"00:39:20";"00:39:54";"mentirle a la gente Che el que hizo el cálculo Ese es el mis digamos hace los cálculos de la misma manera que te hicieron los cálculos de la tarifa y todo que los números que mostraban y asustaban a la gente en el en el tren y en los distintos lugares no dan con lo que dijiste vos ahora o te está fallando la matemática entonces digo primero digamos no me vengas con cálculos que verdaderamente digamos no tiene ninguna base científica y después O sea a qué llamas vos movilidad social ascendente yo Tenías que ser Claro porque digo qué es lo que quieres decir que le vas a robar plata a gente para dársela a otro explica bien cómo se trata";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Sergio Massa";"00:39:55";"00:40:20";"social ascendente para mí es que el hijo de un inmigrante italiano haya podido ir a la universidad como es mi caso o que el 90 por de los chicos que van a la universidad de José sepaso de Florencio Varela sean primera generación de estudiantes universitarios Yo entiendo que desde el Excel no se entiende la realidad las personas de carne y hueso sí lo entienden un inmigrante italiano pero";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Javier Milei";"00:40:21";"00:40:27";"vos estudiaste en la universidad de belgrano Sí y mi además tardaste 20 años Y vos también estudiaste en colegio";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Sergio Massa";"00:40:28";"00:40:48";"universidad de San Martín qué tiene que ver Bueno digo pregunta porque mi hija estudia en una universidad pública cas de Gran calidad Sí el mío el tuyo podemos mencionar el de muchos a ver Javier Me parece que el problema es que vos Siempre pensás en vos y no en los 45 millones de argentinos tenés que salir de vos disculpame esa soluciones";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Javier Milei";"00:40:49";"00:41:04";"altruistas digamos o sea son el justificativo que usan los políticos delincuentes como vos para meterle la mano en el bolsillo a la gente y repartirla a quien ustedes se le dé la gana y siempre están las porosas manos de los políticos y hay muchas";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Sergio Massa";"00:41:06";"00:41:22";"prueba de algún delito que yo haya cometido el lunes te espero en tribunales y si no retráctate porque me parece que lo que no podés caer es en la Chicana berreta que te contagiaron tus nuevos socios que te abandonaron hoy Mira la verdad que no la verdad que";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Javier Milei";"00:41:46";"00:41:50";"quizás vos estás mirando a otro lado con el espacio político al que pertenec Javier esto es el 10 de";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Sergio Massa";"00:41:51";"00:42:11";"diciembre vos o Yo no vine a discutir ni a ma ni a Cristina ni el pasado vos o yo y los argentinos lo que tienen que elegir es quién tiene la templanza la capacidad el equilibrio mental el contacto con la realidad como para poder llevar adelante la";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Sergio Massa";"00:42:16";"00:43:08";"no me negué hacerlo te negaste preferiste pero cómo me voy a negar a hacerlo si cada vez que entré en una empresa lo tuve que hacer vos que viviste siempre el estado no lo hiciste nunca Javier si vos trabajaste en el Banco Central vos trabajaste en el Banco Central sí o no sí Hi una pasantía parece no hubo que hacer Y por qué no te la renovaron qué tiene que ver digamos o sea yo no te la renovaron contale a la gente Javier Por qué no te la renovaron digo digamos Este era un estudiante es muy importante porque es parte de esta discusión respecto de El psicotécnico Por qué no te la renovaron contale a la gente y quizás vos tampoco la pas porque entiendo que estés enojado con el Banco Central y hables de esto porque en realid en algún momento teti rechazado no se trata de sentirse rechazado y atacar lo que a uno lo rechaza se trata de ir al abrazo de lo que a uno lo rechaza pero de vuelta";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Javier Milei";"00:43:10";"00:43:22";"siquiera estaba graduado o sea cuál es el problema O acaso vos te crees que digamos la vida no tiene fracasos uno tiene fracasos se pone de pie y sigue digamos no como vos que seg digamos fracasando siempre de la misma";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Sergio Massa";"00:43:24";"00:43:51";"fracasos alguno lo compartiste conmigo porque entre el 2013 y el 2015 venías a las oficinas del frente renovador con nilsen y con jacomini acompañarme Y la verdad es que si hay algo que tengo que contarle a los argentinos es que sí que de los fracasos de los errores aprendí y aprendí mucho y me forjaron y me templar y por eso siento que este es un momento distinto de mi vida y siento que estoy para darle todo a la";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Javier Milei";"00:43:53";"00:43:55";"porque volviste con Los";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Sergio Massa";"00:43:56";"00:44:10";"porque terminaste yendo a pedirle por favor que te ayude a macri Y esto no es de macri o Cristina te vuelvo a repetir vos o yo quién va a gobernar la Argentina quién está preparado la verdad";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Javier Milei";"00:44:11";"00:44:14";"dado lo que lo poco propositivo que está el único que está preparado soy yo no";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Sergio Massa";"00:44:16";"00:44:24";"domingo que viene yo creo Javier centralmente que todas tus propuestas dañan a la gente por eso digo la gente";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"educación y salud";"Javier Milei";"00:44:25";"00:44:31";"por el cambio nos está ayudando a fiscalizar para que no nos roben la elección muy bien candidatos acaba de";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Sergio Massa";"00:46:20";"00:48:17";"encuentro con trabajadores y empresarios planteé claramente que uno de mis grandes desafíos y de mis grandes sueños es ser el presidente del trabajo me he propuesto crear dos nuevos millones de puestos de trabajo en la Argentina de trabajo formal registrado para eso elegí un camino que tiene incentivos por un lado puestos por el estado y por otro lado esfuerzo puesto por empresarios y trabajadores hemos planteado que para todas las empresas pymes exportadoras de la Argentina a partir del primero de enero cero de impuestos en todo lo que es el incremental exportador en segundo lugar hemos planteado una reducción y simplificación del sistema tributario porque no es justo que comerciantes y empresarios terminen liquidando 150 impuestos en tercer lugar hemos planteado para el norte grande para el norte argentino la vuelta de un programa denominado 8814 que es el que permite que no paguen cargas sociales todos los desarrollos industriales en catamarca en La Rioja en salta en Jujuy En las provincias del Norte que necesitan recuperar asimetrías por otro lado nos hemos propuesto transformar los planes sociales en trabajo formal y registrado y en ese sentido hemos planteado por un lado la eliminación de cargas sociales Pero por otro lado que el estado aporte ese pago como parte del salario que le paga el empleador tenemos además el desafío de seguir fortaleciendo las economías regionales cero de retenciones a las 33 economías regionales el vino en cuyo el poroto negro en salta o la caña de azúcar en tucumán son centralmente los beneficiarios de este primer desafío que es aumentar los volúmenes de producción para aumentar el trabajo registrado y bien pago en la";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:48:18";"00:50:16";"el ministro maa hablando de crear 2 millones de puestos de trabajo pensar que la cantidad de empleados en el sector privado está estancado desde el año 2011 en torno a los 6 millones no solo eso sino que además el nivel de producción también está en niveles similares a los del 2011 de hecho cuando uno mira el producto per cápita Argentina está 15% por debajo Y eso en realidad ocurre básicamente porque no hay inversión No hay inversión porque en Argentina es ganar dinero con la presión fiscal Escandalosa que hay y que si aún así con esa presión fiscal Escandalosa se llegara a ganar plata aparece la banda de Los expropiadores con la idea de la justicia social la redistribución del ingreso la igualdad de oportunidades y con todo eso va y le roba el resultado del fluto de su trabajo pero suponiendo que uno pudiera superar eso el problema es cómo financiarlo es interesante Porque si el ministro masa habla de crecer con las exportaciones significa que quiere estar generando superavit de cuenta corriente quiere decir que vamos a estar exportando ahorro por lo tanto no lo vamos a hacer con ahorro externo lo vamos a tener que hacer con ahorro interno El problema es que sabe qué ministro el sector privado ahorra un montón en Argentina si usted corrige por participación en el pbi ahorramos más que los chinos mire si tenemos para crecer y para financiar inversiones pero sabe cuál es el problema El problema es el estado el estado que usted Maneja y como ministro de economía digamos que está llevando el déficit fiscal primario violando la meta con el fondo monetario en un punto y y se nos cayó el acuerdo sí y no solo eso sino que vamos a 15% de déficit fiscal consolidado entre el Banco Central y digamos el estado nacional claro Entonces se chupan todo el ahorro es imposible invertir es imposible crecer qué magia la suya masa bueno";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:51:12";"00:52:05";"m me sorprende que siendo ministro de economía bueno de un gobierno con tanto fracaso lo económico no pero ni siquiera sepas leer los los datos Sergio fracas cuando te quise enseñar no aprendiste nada cuando hablas del 23 de la diferencia eso es cuando se toman los promedios cuando vos corregís por tareas sabes queé Esa diferencia desaparece si vos alguna vez hubieras pisado una empresa en serio no la de los amigos sabes qué si vos tuvieras razón tendrías que estar lleno de mujeres porque los explotadores capitalistas querrían ganar dinero y cuando vos vas están distribuidos muy equitativamente por lo tanto esa diferencial que hablá es falso es decir y eso digamos es propio de no saber Mirar los números pedile que te lo analice un economista no alguien que mira número sin";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Sergio Massa";"00:52:08";"00:52:58";"despectiva de las mujeres vuelve a aparecer en él pero yo les quiero decir algo que me parece muy importante en el ideario de El vínculo con las empresas nosotros a lo largo de este año hicimos un esfuerzo que nos permitió que todos los meses crezcamos en empleo más allá de los enormes problemas que tiene nuestra economía por la sequía y por el programa con el fondo desgraciadamente esa idea de abrir la economía que ha planteado en su base presentada la justicia va a destruir miles de pymes la Argentina ya vivió tasa alta tipo de cambio fijo apertura indiscriminada cierre de 23000 pymes no quiero volver a esa etapa de la";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:53:00";"00:53:55";"que verdaderamente no sabes cuando nosotros hablamos de las reformas de primera generación Hablamos de una reforma del estado en la cual bajamos el gasto público bajamos impuestos quitamos regulaciones para ser competitivos fiscalmente hablamos de un programa de modernización del mercado laboral siendo un sistema de seguro de desempleo tipo el de la hocra para ser competitivos en el plano laboral y una vez que uno es competitivo en el plano fiscal y que es competitivo en el plano laboral recién ahí puede abrir la economía es decir la experiencia que vos estás señalando Sabes cuál fue el problema abrieron la economía pero no bajaron el gasto público Entonces le achacaban todo el costo a los trabajadores como se hizo en chile y acá quisieron hacer algo intermedio y terminó en un industri cdio por lo tanto si querés citar mis referencias hacelo bien";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Sergio Massa";"00:53:56";"00:54:32";"bien porque el último libro que escribiste tenés tres denuncias de de plagio de haber copiado otros autores invito a la gente a que lo revise en Google yo lo que quiero decirle a las pymes y sobre todo a los empresarios argentinos abrir la economía indiscriminadamente mientras los países que supuestamente va a alinear el Señor nos la cierran y si no preguntemos lo que le cuesta a techinn vender acero en Estados Unidos en realidad es una mirada apátrida es una mirada desaprensiva de la realidad de los argentinos sino mi ley la verdad que";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:54:33";"00:55:10";"digo no podés ser más mentiroso Sergio mira que me dijeron que eras mentiroso pero todos los días parece que te superas te escribió macri no no no no me escribió macri Mira te voy a decir algo una una economía como la que yo propongo justamente al ser competitiva fiscalmente al ser competitiva laboralmente está en condiciones de competir Lo que pasa que sabes lo que pasa que mientras que yo pienso en un país que piensa exportar a 8000 millones de seres humanos vos pensás en un mercado interno bien cerradito para poder hacer negocios con tus amigos cómo le vas a exportar 8000";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Sergio Massa";"00:55:11";"00:55:16";"millones de personas Si no querés comerciar con china con Brasil y con India de vuelta deja de mentir dije que";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:55:17";"00:55:26";"la cuestión comercial es libre de los individuos porque a diferencia tuya Yo no creo que lo voy a hacer del estado creo que van a hacer los individuos la";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Sergio Massa";"00:55:27";"00:55:49";"arancelario el régimen de permisos sanitarios el régimen de cupos lo establecen los estados no o no conocés el estado y eso es mucho más grave porque el 10 de diciembre tenés que presidir la Argentina sabes queé es el gd a ver Explícame no digo porque querés ser presidente y desgraciadamente ni siquiera conocés el sistema Qué es el gd";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Sergio Massa";"00:56:03";"00:56:07";"no conoce ni el sistema de trámites de expedientes del Estado pero de vuelta si";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:56:08";"00:56:36";"vos a ver lo que vos querés hacer es regular el comercio y yo quiero comercio libre Esa es la diferencia Lo que pasa que vos regulando el comercio sabes queé le podés dar ventajas a tus amigos y y manejar todo el comercio Y de esa manera perjudican a los argentinos de bien entonces por es Argentina de ser el país que representaba a inicio del siglo XX 3% de las exportaciones del mundo hoy representa 03 Por eso tenemos una economía cerrada porque vos querés hacer siempre lo mismo al principio del siglo";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Sergio Massa";"00:56:37";"00:56:45";"XX Argentina exportaba lo que exportaba Y solo el 6% de la población estaba por encima de la línea de";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:56:46";"00:56:58";"datos Porque a ver ese número Solamente era inicios del siglo XVI y Después empezó a caer Fer con la llegada del capitalismo te están fallando los datos";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:57:15";"00:57:23";"lo que estás diciendo cuando decís proteger es hacer negocios con los amigos en detrimento de los argentinos de bien no proteger a nuestra industria";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:57:27";"00:57:45";"proteger es poner un precio por encima del equilibrio con lo cual obligas a los argentinos de bien pagar más Y sabes qué todo eso que vos perdés destrozas puesto de trabajo en otro lado de mayor productividad Pero sabes cuál es la diferencia que claro la manejamos desde las palancas del estado y ahí Aparecen las porosas manos de los";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Sergio Massa";"00:57:47";"00:57:52";"1519 lo que nos venía a plantear pero es más parecido a Martínez de";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:57:53";"00:57:59";"os te avisé que esto no se parece nada a Martínez Dios ni siquiera tenés capacidad de aprendizaje";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Sergio Massa";"00:58:00";"00:58:20";"desgraciadamente lo que vemos es alguien que plantea apertura indiscriminada que plantea relaciones laborales des jurídicas o desjuiciada porque desgraciadamente lo que estás diciendo es que le vas a eliminar el derecho a la indemnización a los";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:58:21";"00:58:25";"aplica la wra que está dentro del marco de la ley";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Sergio Massa";"00:58:26";"00:58:30";"trabajadores a los que tienen 9 10 años";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Sergio Massa";"00:58:34";"00:58:41";"tu programa es sin indemnización y sin vacaciones pagas simple tiempo terminado";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"producción y trabajo";"Javier Milei";"00:58:42";"00:58:46";"candidato má mi programa es el que planteo yo no la mentira que decís vos";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"seguridad";"Javier Milei";"00:59:10";"1:00:58";"seguridad salvo que usted esté pensando un mundo donde hay anarquismo siempre que haya estado el estado siempre se ocupa de la seguridad en el caso argentino como todo lo que hace el estado lo hace mal y por eso el país es un baño de sangre ese baño de sangre comenzó de manera muchísimo más grosera a partir del año 2001 2002 y se hizo más fuerte digamos con la llegada de un señor llamado Eugenio safaron es decir un señor que invertía la carga la prueba donde hacía que las victimas fueran los victimarios y viceversa bueno nosotros no creemos en ese mundo nosotros no creemos en esa lógica de que el delincuente es una víctima nosotros creemos en aplicar la ley el que las hace las paga en ese sentido ese desastre que acá aplica hoy ya había ocurrido en Nueva York en la década del 60 y eso fue atacado y resuelto por Gary Becker en un trabajo que se llama Crimen y Castigo del año 1968 y puesto en práctica por rudolf giuliani y resolvió el problema en Nueva York es interesante porque cuando ustedes miran desde esta perspectiva ahora no es solamente la cuestión de la seguridad de ir y atrapar a los delincuentes sino que también tiene un rol fundamental el tema de las penas y cómo se Ejecutan las penas en los hechos de hecho solamente el 3,5 por de los delitos son condenados en Argentina eso implica una licuación enorme de Los costos para los delincuentes Eso hace que la actividad delictiva en Argentina sea muy rentable y como toda actividad que rentable se expande y la delincuencia no es distinta candidato";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"seguridad";"Sergio Massa";"1:01:00";"1:03:01";"bueno eh primero una enorme alegría vamos a tener una coincidencia porque el libro que cuenta Lo que hice en tigre está prologado y presentado acá en la Argentina por rudolf giuliani y básicamente tiene que ver con algo que me pasó era intendente y a de mi casa mataron a un chiquito de 17 años salí corriendo a la casa encontré a la madre y a la hija y ese día tomé la decisión de que tigre Mi ciudad la que gobernaba en ese momento iba a ser la más segura bajé 80% el robo automotor que es el delito que más se denuncia 47 por todos los delitos Y de alguna manera me permitió con cámaras móviles sistemas de botón de pánico y tecnología aplicada a todo lo que es un programa satelital de prevención bajar el delito he planteado Lo mismo para las 140 ciudades de más de 50.000 habitantes de la Argentina y creo además que es parte de los grandes acuerdos que tenemos que construir desde el 10 de diciembre porque seguramente como presidente lo voy a tener que hacer como con gobernadores e intendentes de distinto signo político y es parte de la tarea que tenemos que hacer entre todos pero no es solo la tarea de prevención tenemos además la responsabilidad de atacar Los Tres crímenes transnacionales corrupción narcotráfico y trata de personas y en ese sentido voy a plantear la instalación en Rosario de en el edificio de Central Córdoba que todos los rosarinos conocen de la sede de una agencia Federal que va a trabajar con los cuatro mejores cuerpos de élite de cada una de las fuerzas federales con el objetivo de atacar esos tres delitos y después te voy a contar lo que creo que hay que hacer en materia de Justicia porque no es solo prevención y seguridad sino también acción de la";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"seguridad";"Javier Milei";"1:03:03";"1:04:45";"que vean que no hay una cuestión ideológica de que cuando las cosas se hacen bien yo las reconozco y la verdad que Reconozco que lo que has hecho en materia de seguridad en tigre es bueno y que querer extenderlo al resto del país es bueno ahora debe ser muy malo el resto que hiciste para que digamos después cada vez que fue tu mujer a las elecciones perdió siempre o quizás te conocen demasiado ahora puesto en la lógica que nosotros recién lo señalamos la lógica fundamental tiene que ver qu es lo que hacemos con la justicia es decir nosotros lo que estamos proponiendo es reformar varios aspectos digamos de la ley de seguridad nacional la ley de defensa nacional la ley de inteligencia estamos proponiendo reformar el código penal el código penal procesal reformar el sistema carcelario Sí porque por ejemplo el código penal el código penal que es de 1921 tuvo 900 modificaciones y muchas de esas modificaciones que tiene son contradictorias unas con otras por lo tanto eso genera zonas grises que hace que los delitos no sean penalizados y así está lleno de un montón de problemas También tenemos que trabajar en lo que tiene que ver con el sistema carcelario no puede ser digamos entonces tiene que separarse lo que tiene que ver con los los adultos y con lo que tiene que ver con Los menores o sea y los menores además tienen que ser reinsertados y que vuelvan a la sociedad sí Y además también tenemos problemas en la justicia federal y digamos tenemos problemas de cómo la política se mete adentro de la justicia y no la deja funcionar como corresponde y de manera independiente dicho sea de pasaz ustedes le están haciendo juicio a la corte no el juicio político parece que mucha Independencia no quieren que tenga candidato m bueno Más allá de";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"seguridad";"Sergio Massa";"1:04:46";"1:05:49";"chicanas que de alguna manera tienen que ver con desconocimiento del tema en materia de Justicia hay dos cambios fundamentales para hacer uno ya lo planteé en el 2014 cuando vos me acompañabas en el frente renovador el código penal que además volvió a tomar estado parlamentario en la presentación que hace el doctor borinsky conocido como código binski y que cambia no solamente el sistema de tratamiento de penas sino también que cambia algunas de las calificaciones de conducta en segundo lugar el otro trabajo que hay que hacer tiene que ver con respetar la independencia del poder judicial Pero por otro lado medir resultados Porque nada genera más sensación de impunidad en la sociedad que que la víctima de una violación se encuentre en la verdulería con el victimario Y eso es centralmente cuando hay jueces o Fiscales que dan las excarcelaciones o que no ordenan las";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"seguridad";"Javier Milei";"1:05:50";"1:06:22";"poder judicial ustedes viven teniéndolo contra las cuerdas al poder judicial porque digamos no tiene Independencia en materia de financiamiento por lo tanto queda muy condicionado lo que ustedes hacen y claramente lo que nosotros proponemos es que el que las hace las paga es decir no puede ser esto de la idea de la puerta giratorio que no los mete preso o lo que sea nosotros queremos que justamente la ley se cumpla digamos no como digamos los suelt chorros de ustedes digamos por ejemplo en la";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"seguridad";"Sergio Massa";"1:06:24";"1:06:48";"algún juez Espero que lo hayas denunciado en el consejo de la magistratura si algún juez liberó a un delincuente en la pandemia En todo caso lo que si me gustaría es Volver al sistema de inhibidores en las cárceles que sacó Patricia bulrich tu nueva compañera y que perjudicó todo el seguimiento y control de los monos en Santa";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"seguridad";"Javier Milei";"1:06:50";"1:06:54";"le Y qué quieres preguntar";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"seguridad";"Sergio Massa";"1:07:00";"1:07:35";"problema es que cuando uno no tiene nada que decir en un tema que no le interesa en un tema que no estudió claramente no tiene Busca tiempo para rellenar Yo realmente este tema lo tomo como un tema personal y así como plantean que seguridad es un tema de gobernadores o en muchos lugares de intendentes para mí no para mí centralmente como presidente va a ser responsabilidad mía la lucha contra la inseguridad y va a ser responsabilidad de los tres poderes del Estado el control del cumplimiento de las metas por parte de la justicia a ver vuelvo al tema";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
"turno";"seguridad";"Javier Milei";"1:07:37";"1:08:28";"nosotros consideramos que el que las hace las paga y que justamente hay que seguirlos y hay que terminar con los jueces que sueltan presos y que se escudan en artificios del Código Penal para digamos en las contradicciones de hecho la última modificación la de 2016 casi que te diría que están las dos puntas y toda la parte del medio lo único que genera son contradicciones Igual dig me parece bastante osado lo tuyo decir que te vas a estar metiendo en dependencias que tiene que ver con el aspecto de las provincias es si nosotros vamos a impulsar digamos que se cumpla la ley digamos estamos a favor de medir la productividad en todos los aspectos de la economía y todos aspectos de la sociedad donde intervenga el estado pero digamos cuidado por hay un problema de dependencias no de jurisdicciones el problema de lucha";"2023-11-12";"https://www.youtube.com/watch?v=pn2zTU38gcM"
